,bbox_list
731c6c455.jpg,"[(164, 208, 217, 276), (686, 731, 705, 749)]"
731d25545.jpg,"[(562, 40, 583, 50), (540, 57, 553, 72), (617, 57, 633, 70), (603, 68, 616, 79), (598, 79, 606, 88), (558, 92, 574, 108), (552, 107, 559, 115), (557, 109, 565, 117), (510, 164, 523, 176), (496, 168, 531, 196)]"
731ef66e6.jpg,"[(447, 457, 501, 512)]"
731f63274.jpg,"[(387, 335, 398, 341), (32, 381, 45, 393), (300, 388, 311, 393), (153, 434, 162, 446), (272, 474, 286, 489)]"
73200d999.jpg,"[(622, 179, 665, 228), (554, 550, 619, 626), (274, 713, 328, 768)]"
7320d57b8.jpg,"[(365, 329, 474, 616)]"
7322247bd.jpg,"[(615, 714, 637, 749)]"
7322abc42.jpg,"[(267, 0, 457, 192), (262, 85, 277, 96), (183, 612, 356, 768)]"
7322d15ad.jpg,"[(257, 252, 499, 468)]"
7323daec6.jpg,"[(465, 372, 583, 460), (105, 737, 179, 768)]"
732736704.jpg,"[(11, 624, 30, 638)]"
7329756ba.jpg,"[(683, 492, 700, 508), (330, 578, 486, 725)]"
732c4850d.jpg,"[(420, 637, 504, 768)]"
732d08e99.jpg,"[(108, 262, 279, 454)]"
732d1cdd4.jpg,"[(400, 300, 473, 504)]"
732f3d41e.jpg,"[(492, 190, 504, 197)]"
732fab9da.jpg,"[(118, 176, 135, 259), (437, 310, 553, 478)]"
7331367b5.jpg,"[(76, 265, 172, 311)]"
733179fec.jpg,"[(533, 745, 565, 763)]"
733337296.jpg,"[(487, 2, 517, 22), (563, 301, 578, 309), (540, 321, 549, 331), (603, 324, 614, 336), (596, 335, 609, 349), (554, 351, 568, 364), (549, 364, 560, 374)]"
733559cf2.jpg,"[(584, 614, 601, 668)]"
73361816c.jpg,"[(119, 7, 127, 17), (64, 166, 78, 176), (364, 190, 376, 204), (207, 194, 220, 211), (74, 203, 84, 208), (119, 337, 128, 350), (741, 370, 766, 384), (196, 395, 210, 403), (212, 396, 235, 411), (207, 416, 221, 426), (198, 421, 206, 427), (431, 429, 443, 435), (434, 448, 443, 453), (445, 449, 455, 455)]"
7338e736d.jpg,"[(336, 2, 422, 158), (156, 415, 203, 456)]"
733a3c40e.jpg,"[(464, 242, 540, 357)]"
733c6ee5a.jpg,"[(435, 129, 464, 166)]"
733e01379.jpg,"[(593, 453, 619, 489)]"
733e06303.jpg,"[(198, 481, 289, 514)]"
733ef4ef3.jpg,"[(590, 241, 655, 308), (113, 298, 122, 313), (503, 412, 514, 430)]"
733f67cff.jpg,"[(687, 305, 712, 326)]"
73445466d.jpg,"[(155, 28, 187, 95)]"
734493eec.jpg,"[(336, 34, 419, 149), (170, 76, 249, 129), (247, 116, 341, 171)]"
734593f0a.jpg,"[(84, 96, 159, 182)]"
7345fdccd.jpg,"[(0, 414, 42, 479)]"
7349f80e0.jpg,"[(673, 529, 708, 535)]"
734a7565f.jpg,"[(619, 181, 649, 199)]"
734b64048.jpg,"[(465, 99, 527, 163)]"
734bccbb4.jpg,"[(479, 331, 504, 354)]"
73502208b.jpg,"[(333, 219, 376, 308)]"
7350e4a10.jpg,"[(658, 523, 746, 585)]"
73515a344.jpg,"[(369, 397, 480, 556)]"
73515bc14.jpg,"[(692, 344, 743, 487)]"
7352cf02f.jpg,"[(259, 439, 303, 599)]"
73549915f.jpg,"[(500, 536, 631, 768)]"
7354ebfa5.jpg,"[(543, 346, 567, 368)]"
735a77284.jpg,"[(118, 647, 184, 768)]"
735d8e9f3.jpg,"[(520, 27, 529, 35), (594, 455, 598, 461)]"
735dba218.jpg,"[(176, 387, 262, 443)]"
735dd42b3.jpg,"[(478, 72, 487, 79), (232, 267, 242, 278), (709, 580, 717, 591)]"
735f8f380.jpg,"[(562, 598, 630, 628)]"
736013f75.jpg,"[(94, 291, 147, 369)]"
7362f75ef.jpg,"[(55, 158, 182, 187), (209, 161, 335, 190), (467, 167, 484, 175), (502, 167, 608, 190), (0, 369, 99, 390), (0, 481, 104, 499), (0, 518, 99, 536), (330, 533, 342, 546)]"
7367c1459.jpg,"[(18, 143, 50, 224)]"
73699f4d7.jpg,"[(507, 242, 556, 337), (0, 261, 89, 289)]"
736a928ca.jpg,"[(151, 210, 363, 378)]"
736b5440c.jpg,"[(344, 515, 355, 525)]"
736bd1796.jpg,"[(599, 568, 646, 634)]"
7371a3701.jpg,"[(738, 5, 755, 62)]"
737239c06.jpg,"[(192, 691, 261, 716)]"
737306228.jpg,"[(600, 168, 622, 317)]"
73757b49e.jpg,"[(468, 570, 505, 606)]"
73757e194.jpg,"[(384, 511, 392, 518)]"
7376d000a.jpg,"[(190, 98, 201, 107), (369, 114, 387, 141), (166, 115, 177, 125), (216, 126, 227, 136), (163, 152, 178, 167), (199, 159, 209, 169)]"
7377083fe.jpg,"[(527, 34, 544, 48)]"
7379b5bba.jpg,"[(635, 140, 648, 160), (393, 695, 425, 711)]"
737a92d78.jpg,"[(179, 556, 220, 749)]"
737b11dd5.jpg,"[(349, 507, 379, 521)]"
737d61041.jpg,"[(720, 277, 756, 294)]"
73816c3ed.jpg,"[(530, 468, 571, 626)]"
73841a7bf.jpg,"[(340, 344, 347, 352)]"
738683c91.jpg,"[(0, 174, 16, 187)]"
7386a82c3.jpg,"[(250, 386, 265, 437), (302, 537, 314, 563), (126, 597, 148, 661)]"
73874f071.jpg,"[(184, 601, 239, 717)]"
73876b880.jpg,"[(244, 399, 314, 470), (361, 518, 443, 600)]"
738c642ba.jpg,"[(528, 336, 566, 418)]"
738dbfd23.jpg,"[(322, 731, 339, 747)]"
739007d1a.jpg,"[(481, 138, 490, 152), (633, 232, 642, 253)]"
7390df83b.jpg,"[(276, 216, 285, 226), (291, 262, 301, 272), (635, 430, 647, 439)]"
7391288bc.jpg,"[(388, 139, 501, 300)]"
7391e4888.jpg,"[(0, 6, 111, 197)]"
7392f5eb0.jpg,"[(284, 196, 335, 277)]"
739520958.jpg,"[(543, 226, 594, 307)]"
739860678.jpg,"[(53, 46, 164, 144), (697, 352, 711, 366), (75, 463, 216, 561), (104, 549, 127, 568)]"
7398acb26.jpg,"[(380, 336, 401, 365)]"
73993d969.jpg,"[(174, 505, 259, 691)]"
739c5b1fe.jpg,"[(604, 67, 629, 141), (454, 297, 476, 371)]"
739cb0f24.jpg,"[(720, 162, 729, 175)]"
739ff928d.jpg,"[(644, 321, 655, 332), (453, 530, 461, 537)]"
73a083413.jpg,"[(383, 49, 452, 238)]"
73a0fa237.jpg,"[(0, 547, 262, 768)]"
73a16d06b.jpg,"[(227, 399, 260, 448)]"
73a1ac882.jpg,"[(429, 0, 479, 121)]"
73a323103.jpg,"[(357, 180, 416, 272)]"
73a604acc.jpg,"[(545, 580, 646, 638)]"
73a711c85.jpg,"[(22, 191, 35, 204), (242, 207, 251, 213), (131, 758, 146, 768)]"
73a81fa8a.jpg,"[(171, 508, 229, 597)]"
73abf7826.jpg,"[(74, 68, 91, 77)]"
73ae22779.jpg,"[(532, 626, 557, 703)]"
73af9a984.jpg,"[(419, 238, 428, 259), (591, 735, 617, 763)]"
73b1324ad.jpg,"[(648, 30, 660, 49)]"
73b181305.jpg,"[(396, 254, 453, 329), (191, 288, 203, 301), (654, 388, 711, 463)]"
73b1c0e15.jpg,"[(563, 201, 649, 292)]"
73b215863.jpg,"[(128, 611, 137, 616)]"
73b271dbb.jpg,"[(359, 17, 421, 119), (194, 387, 292, 491)]"
73b63264b.jpg,"[(68, 298, 121, 369), (40, 407, 59, 432)]"
73b9a8fb8.jpg,"[(219, 24, 244, 47), (160, 68, 183, 83), (20, 166, 39, 181)]"
73bd4dee4.jpg,"[(433, 726, 450, 743)]"
73c0aba60.jpg,"[(305, 376, 386, 417), (107, 437, 137, 455)]"
73c298b3e.jpg,"[(206, 167, 326, 220), (403, 223, 566, 297), (641, 289, 768, 351), (47, 560, 59, 572), (119, 564, 141, 578), (396, 627, 421, 649), (127, 630, 139, 642), (130, 675, 303, 764)]"
73c34faed.jpg,"[(579, 102, 655, 153), (243, 163, 349, 222), (0, 178, 68, 225), (326, 463, 345, 484), (515, 501, 589, 555), (141, 595, 271, 658), (684, 683, 768, 732)]"
73cbc5165.jpg,"[(27, 455, 241, 560), (285, 535, 478, 619), (629, 548, 768, 614), (584, 623, 745, 701)]"
73cd0c1a0.jpg,"[(540, 469, 552, 481)]"
73cfa176f.jpg,"[(341, 34, 352, 45)]"
73cfd18ea.jpg,"[(678, 127, 709, 200)]"
73d103735.jpg,"[(327, 723, 522, 768)]"
73d21d0a0.jpg,"[(45, 423, 153, 487)]"
73d3c4a4e.jpg,"[(0, 181, 219, 456)]"
73d7e2911.jpg,"[(465, 324, 480, 340), (607, 359, 638, 393), (82, 560, 154, 603), (62, 606, 141, 655)]"
73d81fbd7.jpg,"[(397, 337, 415, 350)]"
73d86f282.jpg,"[(564, 52, 740, 91), (195, 58, 219, 69), (273, 58, 299, 73)]"
73dacb0ca.jpg,"[(224, 16, 339, 143), (162, 128, 178, 160), (0, 163, 204, 424)]"
73db2dd67.jpg,"[(306, 4, 455, 121)]"
73db4530f.jpg,"[(407, 88, 542, 270)]"
73db7dffd.jpg,"[(357, 214, 379, 291), (84, 467, 113, 521), (667, 584, 698, 715), (645, 730, 654, 743)]"
73dba17a6.jpg,"[(252, 174, 272, 194)]"
73dc1b526.jpg,"[(410, 505, 571, 596)]"
73def9bc5.jpg,"[(524, 249, 655, 460)]"
73e1f9c45.jpg,"[(429, 74, 433, 79), (336, 153, 394, 295), (301, 340, 346, 446), (686, 515, 759, 678), (261, 618, 275, 643), (255, 647, 267, 666), (250, 677, 256, 692), (236, 703, 253, 732)]"
73e2417fc.jpg,"[(500, 0, 517, 12), (540, 0, 555, 11), (553, 0, 565, 10), (545, 14, 557, 22), (523, 31, 532, 41), (541, 44, 553, 57)]"
73e4b61fb.jpg,"[(489, 696, 506, 720)]"
73e544cee.jpg,"[(80, 235, 89, 263)]"
73e93463b.jpg,"[(60, 336, 91, 396)]"
73e944637.jpg,"[(304, 426, 353, 486), (248, 550, 263, 565)]"
73eb3f4b2.jpg,"[(330, 325, 371, 374), (60, 415, 89, 442), (53, 428, 75, 449), (180, 467, 198, 490), (62, 505, 80, 513)]"
73ec7b6a0.jpg,"[(0, 135, 75, 213), (335, 144, 401, 191)]"
73ed3b782.jpg,"[(665, 524, 689, 550), (520, 665, 566, 733)]"
73ee603b1.jpg,"[(34, 511, 96, 594)]"
73eef4ef2.jpg,"[(351, 297, 374, 320), (372, 358, 390, 376), (54, 470, 73, 486)]"
73efd22ee.jpg,"[(577, 187, 609, 292)]"
73efffb86.jpg,"[(458, 552, 473, 618)]"
73f333f23.jpg,"[(551, 293, 695, 552)]"
73f3e0d81.jpg,"[(443, 284, 550, 406)]"
73f4fcc0a.jpg,"[(574, 288, 592, 400)]"
73f67991d.jpg,"[(609, 3, 638, 17)]"
73f6aff3e.jpg,"[(551, 253, 649, 423)]"
73f6caf0d.jpg,"[(51, 293, 72, 391), (578, 458, 609, 546), (348, 579, 373, 653)]"
73f95b2d1.jpg,"[(474, 318, 501, 394), (245, 649, 263, 688)]"
73f98914d.jpg,"[(26, 90, 34, 98)]"
73fb70e85.jpg,"[(0, 454, 187, 642)]"
73feb62cd.jpg,"[(331, 207, 472, 305), (124, 233, 133, 243), (226, 256, 235, 267), (360, 293, 383, 312)]"
73ff61dfb.jpg,"[(551, 339, 653, 578)]"
74004518d.jpg,"[(315, 307, 336, 372)]"
74016916f.jpg,"[(751, 184, 768, 203), (689, 323, 697, 330), (739, 375, 749, 384)]"
74018b608.jpg,"[(459, 454, 515, 576)]"
7402d7c96.jpg,"[(209, 137, 235, 181), (95, 584, 136, 659)]"
74031e906.jpg,"[(662, 91, 680, 108), (672, 106, 711, 148)]"
7405e08b6.jpg,"[(744, 350, 759, 357), (705, 478, 721, 488), (673, 661, 687, 675)]"
7408b3f72.jpg,"[(219, 52, 228, 65)]"
7409da414.jpg,"[(411, 293, 425, 306)]"
740b3e156.jpg,"[(48, 446, 143, 509), (273, 484, 368, 550), (60, 671, 160, 701)]"
740b61957.jpg,"[(271, 179, 295, 199)]"
740bc4ba5.jpg,"[(291, 5, 301, 11)]"
740c155ad.jpg,"[(454, 69, 490, 129)]"
740c79859.jpg,"[(457, 42, 467, 52)]"
740d32370.jpg,"[(401, 7, 421, 28), (675, 21, 683, 29), (461, 543, 507, 578), (258, 627, 297, 656), (451, 660, 504, 703), (648, 676, 698, 727)]"
740d362ae.jpg,"[(192, 489, 253, 579)]"
740ee4b2e.jpg,"[(142, 366, 209, 578)]"
74101bd1c.jpg,"[(63, 227, 79, 248)]"
74101c441.jpg,"[(436, 103, 455, 113)]"
7411144f6.jpg,"[(704, 85, 768, 294), (430, 277, 439, 292)]"
74119cc2f.jpg,"[(118, 302, 134, 321)]"
741261bbd.jpg,"[(488, 350, 578, 402)]"
7413136f2.jpg,"[(364, 674, 405, 716)]"
7413cd366.jpg,"[(695, 483, 722, 499), (142, 545, 147, 556), (458, 618, 605, 730)]"
74150366c.jpg,"[(77, 248, 87, 258), (230, 256, 237, 263), (158, 309, 169, 319), (43, 320, 49, 326), (282, 327, 287, 336), (68, 328, 79, 339), (188, 341, 196, 346), (0, 344, 8, 351), (179, 397, 190, 408), (132, 418, 143, 429), (13, 474, 22, 485), (416, 572, 427, 583), (232, 616, 237, 624), (288, 635, 299, 641), (205, 741, 218, 750)]"
74152a6c5.jpg,"[(430, 498, 476, 590)]"
74160ef62.jpg,"[(60, 512, 156, 531)]"
74168d59b.jpg,"[(317, 163, 364, 289)]"
7416fd57e.jpg,"[(187, 126, 297, 326)]"
7417a3659.jpg,"[(584, 55, 595, 67)]"
741940558.jpg,"[(194, 490, 206, 503)]"
74196f4d6.jpg,"[(229, 178, 261, 200)]"
741a42e97.jpg,"[(630, 366, 640, 376)]"
741a5f582.jpg,"[(246, 14, 256, 36)]"
741b04bce.jpg,"[(661, 392, 672, 411), (635, 556, 647, 569)]"
741d68f15.jpg,"[(680, 0, 753, 128), (319, 115, 346, 157), (428, 156, 471, 229), (545, 458, 583, 527), (181, 509, 248, 615), (178, 526, 213, 580), (231, 559, 249, 594), (552, 575, 594, 642)]"
741e6509a.jpg,"[(367, 47, 384, 66)]"
741f3d3dd.jpg,"[(343, 368, 536, 594)]"
742010982.jpg,"[(136, 245, 180, 358)]"
74221dddc.jpg,"[(29, 464, 94, 548)]"
74225f3ba.jpg,"[(737, 356, 756, 392), (519, 387, 743, 498), (512, 401, 520, 431), (512, 488, 526, 502), (590, 521, 683, 562)]"
742284488.jpg,"[(345, 12, 418, 88), (542, 538, 613, 629)]"
7422e204c.jpg,"[(475, 539, 494, 568), (433, 607, 475, 687)]"
74284b26a.jpg,"[(703, 425, 717, 443)]"
74297c0ac.jpg,"[(227, 553, 449, 768)]"
7429a000a.jpg,"[(0, 354, 147, 419)]"
7429fa904.jpg,"[(422, 26, 440, 44), (356, 132, 364, 148)]"
742b50130.jpg,"[(674, 290, 686, 321)]"
742bd55b9.jpg,"[(738, 662, 756, 680)]"
742d78aad.jpg,"[(749, 724, 763, 759)]"
74313cda9.jpg,"[(158, 113, 174, 133)]"
7432838f0.jpg,"[(293, 448, 461, 634)]"
74369576a.jpg,"[(358, 410, 591, 552)]"
74374184e.jpg,"[(192, 582, 202, 601)]"
7437feca3.jpg,"[(287, 18, 298, 29), (669, 177, 679, 186), (414, 627, 445, 673), (372, 741, 406, 767)]"
743833133.jpg,"[(405, 225, 421, 242)]"
7438f3591.jpg,"[(548, 15, 567, 57)]"
743a3e342.jpg,"[(333, 494, 340, 510)]"
743aa31c2.jpg,"[(478, 453, 745, 585)]"
743e1c9ed.jpg,"[(208, 10, 267, 108)]"
743e83029.jpg,"[(139, 573, 196, 710)]"
743f2740e.jpg,"[(45, 469, 162, 660)]"
743f971b3.jpg,"[(39, 152, 44, 165), (533, 341, 675, 450), (29, 365, 43, 381), (343, 665, 354, 683)]"
743fdabb3.jpg,"[(551, 274, 566, 289)]"
744137a27.jpg,"[(527, 178, 568, 351)]"
7442e8c54.jpg,"[(167, 51, 187, 81)]"
7444e191d.jpg,"[(268, 177, 310, 351)]"
7444e84d5.jpg,"[(208, 564, 313, 760)]"
7446a9d11.jpg,"[(238, 430, 257, 443), (20, 753, 62, 768)]"
744700f16.jpg,"[(316, 295, 533, 566)]"
7447ebf9a.jpg,"[(742, 624, 753, 633)]"
744a76d05.jpg,"[(485, 239, 503, 264)]"
744b3ff0d.jpg,"[(5, 497, 10, 504)]"
744f05467.jpg,"[(644, 690, 664, 768)]"
74513a05b.jpg,"[(677, 371, 754, 612)]"
7451fdb7f.jpg,"[(78, 137, 145, 172), (245, 181, 323, 234), (3, 265, 26, 304), (111, 528, 179, 568), (99, 646, 154, 672)]"
74520b940.jpg,"[(19, 292, 28, 319)]"
7455a1b87.jpg,"[(526, 186, 542, 217), (540, 199, 551, 220), (554, 271, 579, 311)]"
7459d22c5.jpg,"[(38, 213, 114, 235)]"
7459da01f.jpg,"[(193, 91, 205, 115), (183, 118, 191, 127), (410, 264, 420, 281), (409, 282, 413, 287), (361, 436, 369, 447), (390, 479, 396, 487), (403, 480, 408, 491), (407, 748, 427, 757)]"
745a47a35.jpg,"[(604, 256, 628, 319)]"
745ac694f.jpg,"[(544, 104, 553, 119)]"
745b5ad11.jpg,"[(0, 537, 13, 545)]"
745bab6dd.jpg,"[(336, 514, 422, 670)]"
745e1c719.jpg,"[(153, 309, 173, 370)]"
745e69228.jpg,"[(215, 438, 241, 581), (100, 591, 228, 702)]"
745f042d4.jpg,"[(57, 285, 70, 319)]"
7461dedfd.jpg,"[(223, 163, 236, 179)]"
746324b5c.jpg,"[(142, 14, 150, 31)]"
7463a3623.jpg,"[(725, 286, 732, 294), (442, 534, 449, 543)]"
746877123.jpg,"[(108, 106, 121, 119)]"
746905587.jpg,"[(148, 711, 303, 768)]"
7469186ac.jpg,"[(745, 141, 768, 159), (592, 143, 743, 202), (555, 276, 564, 282), (725, 581, 755, 650), (599, 638, 635, 668), (503, 674, 543, 718)]"
74691a40b.jpg,"[(212, 235, 310, 287), (218, 624, 284, 718)]"
74691a7ee.jpg,"[(444, 182, 453, 191)]"
746aa996c.jpg,"[(708, 222, 761, 347)]"
746acbc9a.jpg,"[(566, 678, 597, 700)]"
746bdb6ea.jpg,"[(61, 513, 73, 528)]"
746e00e49.jpg,"[(22, 43, 53, 200), (526, 671, 545, 737)]"
746e8711f.jpg,"[(659, 265, 688, 348), (712, 639, 736, 695)]"
746fe0f4f.jpg,"[(625, 399, 634, 406), (750, 711, 762, 720)]"
74701a8a5.jpg,"[(263, 687, 269, 697)]"
7470a2c43.jpg,"[(390, 687, 402, 698)]"
7470c8af2.jpg,"[(164, 637, 248, 768)]"
747105946.jpg,"[(632, 165, 648, 178)]"
747163fa3.jpg,"[(49, 81, 66, 144), (674, 286, 757, 447), (156, 590, 181, 645)]"
74738d86c.jpg,"[(668, 478, 684, 522)]"
7477167e2.jpg,"[(16, 395, 44, 437)]"
74775c084.jpg,"[(359, 414, 385, 424)]"
7478f46e9.jpg,"[(50, 468, 57, 480)]"
747b39b52.jpg,"[(21, 85, 163, 194)]"
747b50e74.jpg,"[(697, 671, 722, 697)]"
747b7606f.jpg,"[(15, 599, 29, 611)]"
747c8f5ca.jpg,"[(82, 452, 244, 696)]"
747ccb380.jpg,"[(173, 279, 387, 452)]"
747d1968d.jpg,"[(657, 426, 689, 583)]"
747d7083c.jpg,"[(404, 628, 420, 645)]"
747e77208.jpg,"[(474, 50, 539, 103)]"
7481966c1.jpg,"[(113, 709, 135, 718)]"
7481d103b.jpg,"[(377, 517, 389, 539)]"
74822b0e5.jpg,"[(199, 315, 267, 388)]"
7482a4b23.jpg,"[(206, 512, 225, 563)]"
7482f400a.jpg,"[(707, 475, 717, 489), (758, 696, 768, 711)]"
748560809.jpg,"[(335, 117, 479, 256)]"
7485a75a6.jpg,"[(538, 567, 555, 578)]"
7487d56dd.jpg,"[(580, 177, 752, 520)]"
7487fe626.jpg,"[(652, 524, 705, 598), (727, 647, 748, 672)]"
74892f1d4.jpg,"[(554, 166, 629, 350)]"
74895fc2e.jpg,"[(372, 373, 425, 450), (269, 418, 286, 460), (680, 577, 721, 604)]"
748a1b74f.jpg,"[(182, 407, 294, 470)]"
748aa6ea6.jpg,"[(473, 382, 537, 447)]"
748c48c14.jpg,"[(469, 174, 563, 227), (176, 633, 342, 700)]"
748ce0c8f.jpg,"[(102, 447, 114, 460)]"
748fde772.jpg,"[(184, 551, 195, 560), (111, 567, 128, 580), (181, 643, 195, 654), (287, 670, 303, 680), (198, 690, 211, 704), (286, 723, 301, 738), (265, 728, 279, 751), (250, 730, 259, 748), (216, 737, 226, 751)]"
7493a8e21.jpg,"[(558, 47, 567, 53), (547, 80, 556, 91), (584, 94, 601, 102), (595, 139, 609, 148), (649, 145, 658, 160), (570, 155, 583, 166), (629, 171, 641, 180), (619, 203, 634, 216), (627, 236, 644, 249), (728, 268, 735, 278), (712, 279, 728, 299)]"
7494507dd.jpg,"[(569, 167, 590, 186), (3, 568, 237, 768)]"
749496544.jpg,"[(68, 329, 165, 434)]"
74953f78e.jpg,"[(191, 27, 200, 46), (349, 209, 639, 336), (536, 332, 547, 362), (117, 545, 138, 553)]"
74969592c.jpg,"[(287, 135, 331, 343)]"
7497d35ff.jpg,"[(208, 85, 226, 92), (112, 303, 119, 310), (288, 304, 299, 317), (329, 309, 334, 323), (178, 353, 194, 362)]"
7497e4113.jpg,"[(0, 0, 157, 80)]"
7498483c3.jpg,"[(428, 140, 436, 145)]"
749901c5a.jpg,"[(702, 213, 726, 219)]"
749a4e38a.jpg,"[(285, 254, 331, 471)]"
749b62412.jpg,"[(473, 166, 484, 173), (265, 672, 283, 686)]"
749c2a7cc.jpg,"[(301, 417, 338, 504)]"
749dde3eb.jpg,"[(41, 158, 55, 170)]"
749f6733d.jpg,"[(679, 324, 686, 336), (661, 443, 688, 515)]"
74a3d806d.jpg,"[(165, 543, 254, 601)]"
74a446b95.jpg,"[(661, 214, 682, 225)]"
74ab1858f.jpg,"[(189, 146, 294, 439)]"
74acc425d.jpg,"[(254, 507, 434, 755)]"
74b0c85f2.jpg,"[(298, 494, 324, 518)]"
74b1ee6e3.jpg,"[(704, 192, 709, 201)]"
74b2487d5.jpg,"[(725, 351, 754, 379)]"
74b4b8cac.jpg,"[(228, 221, 365, 556)]"
74b4f119e.jpg,"[(566, 143, 637, 233)]"
74b8582de.jpg,"[(125, 337, 156, 424)]"
74b8c752a.jpg,"[(509, 152, 554, 190), (226, 599, 251, 643)]"
74b9ba2fc.jpg,"[(263, 425, 501, 575), (266, 660, 321, 700)]"
74be0e638.jpg,"[(204, 0, 361, 165), (6, 223, 162, 402), (0, 401, 16, 439)]"
74bedb63a.jpg,"[(3, 29, 56, 95)]"
74c07e98e.jpg,"[(566, 521, 768, 699)]"
74c2daa80.jpg,"[(299, 701, 308, 713)]"
74c3317a9.jpg,"[(0, 22, 37, 94), (223, 254, 238, 276), (164, 378, 201, 452)]"
74c3c0f02.jpg,"[(191, 0, 220, 65)]"
74c4294ac.jpg,"[(310, 217, 352, 407)]"
74c697c9e.jpg,"[(190, 307, 343, 344)]"
74c83c820.jpg,"[(226, 42, 281, 103)]"
74c965f8d.jpg,"[(653, 309, 663, 334), (695, 330, 714, 347), (657, 344, 672, 371), (667, 397, 687, 411), (672, 433, 684, 454)]"
74c98baa8.jpg,"[(712, 273, 749, 300), (495, 303, 549, 347), (285, 582, 313, 602)]"
74cb57627.jpg,"[(379, 504, 433, 664)]"
74cd0aab9.jpg,"[(39, 40, 50, 52), (61, 93, 71, 107), (15, 147, 26, 163)]"
74cfed1f4.jpg,"[(36, 691, 142, 768), (613, 697, 628, 717)]"
74d268eeb.jpg,"[(20, 163, 47, 187)]"
74d72396a.jpg,"[(456, 295, 555, 329)]"
74de0ca54.jpg,"[(208, 547, 231, 590)]"
74e0fc880.jpg,"[(580, 56, 594, 74), (609, 61, 620, 82), (594, 62, 604, 76), (566, 225, 576, 240), (588, 248, 600, 265), (539, 301, 548, 314), (504, 302, 515, 321), (550, 335, 562, 354), (514, 375, 525, 394), (566, 481, 572, 486), (528, 488, 545, 509), (524, 593, 538, 613)]"
74e29ea44.jpg,"[(650, 708, 669, 721)]"
74e4f4dca.jpg,"[(113, 0, 201, 294)]"
74e5c4de2.jpg,"[(705, 651, 711, 660), (207, 734, 212, 743)]"
74e975b02.jpg,"[(392, 390, 570, 562)]"
74ea4520f.jpg,"[(475, 224, 505, 304), (401, 527, 422, 594), (683, 551, 724, 627), (45, 594, 61, 645)]"
74ec90f92.jpg,"[(223, 287, 231, 302)]"
74ed92657.jpg,"[(652, 101, 735, 206)]"
74edf2481.jpg,"[(400, 58, 460, 98)]"
74eec5a6f.jpg,"[(435, 252, 456, 265)]"
74ef5305b.jpg,"[(735, 197, 743, 226), (712, 200, 729, 210)]"
74f1ccf29.jpg,"[(444, 459, 461, 476)]"
74f262e9f.jpg,"[(694, 44, 732, 172)]"
74f5a133a.jpg,"[(409, 585, 552, 694)]"
74f5a4568.jpg,"[(355, 682, 394, 729)]"
74f8dd4e7.jpg,"[(566, 191, 576, 201), (409, 258, 415, 268), (504, 356, 516, 369), (488, 363, 495, 369), (498, 392, 505, 397), (562, 399, 569, 408), (619, 468, 625, 477), (741, 520, 745, 526), (746, 532, 750, 537), (734, 533, 738, 541), (763, 541, 768, 555)]"
74faa95c2.jpg,"[(18, 293, 41, 382)]"
74fb02822.jpg,"[(296, 2, 505, 45)]"
74fb02860.jpg,"[(128, 318, 238, 415), (33, 571, 156, 666)]"
74fce5cba.jpg,"[(675, 244, 718, 435)]"
74febabd3.jpg,"[(337, 113, 350, 126), (338, 332, 348, 341), (333, 338, 342, 346), (328, 343, 339, 353), (271, 346, 286, 365), (290, 350, 301, 361), (295, 355, 305, 365), (291, 370, 300, 380)]"
74ffd044b.jpg,"[(513, 561, 612, 768)]"
7502dfdd2.jpg,"[(269, 392, 426, 509)]"
7503a035b.jpg,"[(570, 470, 768, 632)]"
75046a292.jpg,"[(690, 162, 700, 173), (374, 501, 387, 512)]"
750598ee0.jpg,"[(670, 236, 768, 277), (604, 451, 615, 458)]"
7505a192f.jpg,"[(589, 181, 768, 291)]"
750695800.jpg,"[(193, 678, 211, 711)]"
7507c3be4.jpg,"[(688, 413, 737, 566)]"
7508bcdde.jpg,"[(136, 134, 314, 306), (677, 287, 768, 478), (197, 558, 237, 598)]"
7509a3e18.jpg,"[(156, 676, 283, 717)]"
750cc3217.jpg,"[(495, 696, 515, 715)]"
750d472b7.jpg,"[(515, 581, 532, 597)]"
750ef1aff.jpg,"[(140, 300, 165, 329)]"
75117361f.jpg,"[(661, 77, 674, 135)]"
751331052.jpg,"[(97, 384, 106, 404), (51, 436, 98, 514), (254, 450, 267, 467), (188, 515, 241, 591)]"
7514cb70e.jpg,"[(273, 385, 294, 401), (14, 441, 67, 511)]"
75157e471.jpg,"[(85, 76, 121, 110), (367, 333, 479, 442)]"
7515adb0a.jpg,"[(561, 204, 620, 229), (590, 596, 664, 630)]"
751982797.jpg,"[(601, 410, 612, 422), (475, 422, 487, 433)]"
751a5a0ca.jpg,"[(681, 391, 731, 547)]"
751dab061.jpg,"[(407, 17, 461, 54)]"
752080ccb.jpg,"[(110, 272, 159, 308), (134, 277, 163, 300), (143, 389, 159, 404), (205, 411, 218, 423), (540, 527, 597, 576), (610, 595, 621, 606)]"
7521a8384.jpg,"[(48, 539, 64, 554), (152, 560, 168, 577), (236, 572, 254, 589), (32, 573, 45, 584), (110, 574, 127, 590)]"
752278dde.jpg,"[(24, 460, 139, 596)]"
